0.94	-0.001555195	0.939982434	-0.001215646	0.939964867	-0.000876098	0.939947301	-0.000536549	0.939929735	-0.000197001	0.939517097	0.000120574
0.93	-0.002111378	0.929979876	-0.001771972	0.929959752	-0.001432566	0.929939628	-0.00109316	0.929919503	-0.000753754	0.929899379	-0.000414347
0.92	-0.002741055	0.919977461	-0.002401801	0.919954922	-0.002062547	0.919932383	-0.001723293	0.919909844	-0.001384039	0.919887306	-0.001044785
0.91	-0.003440126	0.909975187	-0.003101031	0.909950374	-0.002761936	0.90992556	-0.002422841	0.909900747	-0.002083746	0.909875934	-0.00174465
0.9	-0.004204564	0.89997305	-0.003865632	0.899946101	-0.0035267	0.899919151	-0.003187769	0.899892201	-0.002848837	0.899865252	-0.002509905
0.89	-0.005030413	0.889971049	-0.004691646	0.889942098	-0.00435288	0.889913146	-0.004014113	0.889884195	-0.003675347	0.889855244	-0.00333658
0.88	-0.005913789	0.87996918	-0.005575187	0.879938359	-0.005236586	0.879907539	-0.004897985	0.879876718	-0.004559383	0.879845898	-0.004220782
0.87	-0.006850879	0.86996744	-0.00651244	0.86993488	-0.006174002	0.86990232	-0.005835564	0.869869759	-0.005497125	0.869837199	-0.005158687
0.86	-0.007837942	0.859965827	-0.007499663	0.859931653	-0.007161383	0.85989748	-0.006823104	0.859863307	-0.006484825	0.859829134	-0.006146546
0.85	-0.008871308	0.849964337	-0.008533183	0.849928675	-0.008195058	0.849893012	-0.007856932	0.84985735	-0.007518807	0.849821687	-0.007180682
0.84	-0.00994738	0.839962969	-0.009609402	0.839925938	-0.009271424	0.839888908	-0.008933446	0.839851877	-0.008595468	0.839814846	-0.00825749
0.83	-0.011062631	0.829961719	-0.010724793	0.829923438	-0.010386954	0.829885158	-0.010049115	0.829846877	-0.009711277	0.829808596	-0.009373438
0.82	-0.012213606	0.819960585	-0.011875898	0.819921169	-0.01153819	0.819881754	-0.011200482	0.819842339	-0.010862774	0.819802923	-0.010525066
0.81	-0.013396922	0.809959563	-0.013059335	0.809919126	-0.012721748	0.809878689	-0.012384161	0.809838251	-0.012046574	0.809797814	-0.011708987
0.8	-0.014609267	0.799958651	-0.01427179	0.799917302	-0.013934314	0.799875953	-0.013596837	0.799834604	-0.013259361	0.799793256	-0.012921884
0.79	-0.0158474	0.789957847	-0.015510023	0.789915693	-0.015172646	0.78987354	-0.014835269	0.789831387	-0.014497892	0.789789234	-0.014160515
0.78	-0.017108154	0.779957147	-0.016770865	0.779914294	-0.016433576	0.779871441	-0.016096288	0.779828588	-0.015758999	0.779785735	-0.01542171
0.77	-0.01838843	0.769956549	-0.018051218	0.769913099	-0.017714006	0.769869648	-0.017376793	0.769826198	-0.017039581	0.769782747	-0.016702369
