0.3	0.06	0.300000023	0.059433332	0.300000046	0.058866664	0.300000069	0.058299996
0.31	0.059977451	0.30999744	0.059410789	0.309994879	0.058844127	0.309992319	0.058277464
0.32	0.059909633	0.319994869	0.059342988	0.319989737	0.058776343	0.319984606	0.058209698
0.33	0.059796338	0.329992288	0.059229723	0.329984576	0.058663107	0.329976865	0.058096491
0.34	0.059637428	0.339989702	0.059070853	0.339979405	0.058504278	0.339969107	0.057937704
0.35	0.059432829	0.349987115	0.058866308	0.34997423	0.058299786	0.349961345	0.057733264
0.36	0.05918254	0.35998453	0.058616083	0.35996906	0.058049626	0.35995359	0.057483169
0.37	0.058886624	0.369981952	0.058320244	0.369963903	0.057753863	0.369945855	0.057187482
0.38	0.058545214	0.379979384	0.057978921	0.379958768	0.057412628	0.379938151	0.056846335
0.39	0.05815851	0.38997683	0.057592315	0.389953661	0.057026121	0.389930491	0.056459927
0.4	0.057726779	0.399974296	0.057160694	0.399948591	0.056594609	0.399922887	0.056028524
0.41	0.057250357	0.409971783	0.056684392	0.409943566	0.056118427	0.409915349	0.055552462
0.42	0.05672965	0.419969297	0.056163814	0.419938594	0.055597978	0.419907891	0.055032143
0.43	0.056165127	0.429966841	0.05559943	0.429933682	0.055033733	0.429900524	0.054468036
0.44	0.055557329	0.43996442	0.054991779	0.439928839	0.054426229	0.439893259	0.053860679
0.45	0.054906863	0.449962036	0.054341468	0.449924072	0.053776073	0.449886108	0.053210678
0.46	0.054214404	0.459959694	0.053649171	0.459919389	0.053083939	0.459879083	0.052518706
0.47	0.053480696	0.469957398	0.052915632	0.469914797	0.052350568	0.469872195	0.051785503
0.48	0.05270655	0.479955152	0.052141659	0.479910304	0.051576769	0.479865456	0.051011879
0.49	0.051892844	0.489952959	0.051328132	0.489905918	0.050763421	0.489858877	0.050198709
0.5	0.051040526	0.499950823	0.050475997	0.499901646	0.049911467	0.499852469	0.049346937
0.51	0.050150611	0.509948748	0.049586266	0.509897496	0.049021921	0.509846244	0.048457576
0.52	0.049224181	0.519946737	0.048660022	0.519893474	0.048095863	0.519840212	0.047531705
0.53	0.048262387	0.529944795	0.047698415	0.52988959	0.047134443	0.529834384	0.046570471
0.54	0.047266446	0.539942924	0.046702661	0.539885848	0.046138875	0.539828773	0.045575089
0.55	0.046237646	0.549941129	0.045674045	0.549882258	0.045110444	0.549823387	0.044546843
0.56	0.045177341	0.559939413	0.044613922	0.559878826	0.044050503	0.559818239	0.043487084
0.57	0.044086953	0.56993778	0.043523712	0.56987556	0.042960471	0.569813339	0.04239723
0.58	0.042967972	0.579936233	0.042404904	0.579872465	0.041841836	0.579808698	0.041278768
0.59	0.041821955	0.589934776	0.041259054	0.589869551	0.040696154	0.589804327	0.040133253
0.6	0.040650529	0.599933412	0.040087788	0.599866824	0.039525047	0.599800236	0.038962306
0.61	0.039455388	0.609932145	0.038892798	0.60986429	0.038330208	0.609796435	0.037767618
0.62	0.038238292	0.619930979	0.037675844	0.619861958	0.037113396	0.619792936	0.036550948
0.63	0.037001071	0.629929917	0.036438754	0.629859833	0.035876438	0.62978975	0.035314122
0.64	0.035745623	0.639928962	0.035183426	0.639857924	0.03462123	0.639786886	0.034059033
0.65	0.034473912	0.649928119	0.033911823	0.649856237	0.033349734	0.649784356	0.032787645
0.66	0.033187973	0.65992739	0.032625978	0.65985478	0.032063982	0.65978217	0.031501987
0.67	0.031889906	0.66992678	0.03132799	0.669853559	0.030766073	0.669780339	0.030204157
0.68	0.030581879	0.679926291	0.030020027	0.679852583	0.029458175	0.679778874	0.028896322
0.69	0.029266131	0.689925928	0.028704326	0.689851857	0.028142521	0.689777785	0.027580717
0.7	0.027944964	0.699925695	0.02738319	0.69985139	0.026821417	0.699777084	0.026259643
0.71	0.026620753	0.709925594	0.026058992	0.709851188	0.025497232	0.709776782	0.024935471
0.72	0.025295937	0.71992563	0.024734171	0.71985126	0.024172406	0.71977689	0.023610641
0.73	0.023973024	0.729925806	0.023411236	0.729851612	0.022849447	0.729777418	0.022287659
0.74	0.022654592	0.739926127	0.022092761	0.739852253	0.02153093	0.73977838	0.020969099
0.75	0.021343283	0.749926595	0.020781391	0.74985319	0.020219499	0.749779785	0.019657607
0.76	0.020041811	0.759927215	0.019479838	0.759854431	0.018917865	0.759781646	0.018355892
0.77	0.018752955	0.769927992	0.018190882	0.769855983	0.017628809	0.769783975	0.017066736
0.78	0.017479562	0.779928928	0.01691737	0.779857855	0.016355178	0.779786783	0.015792986
0.79	0.01622455	0.789930028	0.015662219	0.789860055	0.015099889	0.789790083	0.014537559
0.8	0.0149909	0.799931296	0.014428413	0.799862591	0.013865926	0.799793887	0.01330344
0.81	0.013781664	0.809932736	0.013219003	0.809865472	0.012656343	0.809798207	0.012093682
0.82	0.012599963	0.819934352	0.012037111	0.819868705	0.011474259	0.819803057	0.010911407
0.83	0.011448982	0.82993615	0.010885923	0.8298723	0.010322865	0.829808449	0.009759806
0.84	0.010331978	0.839938132	0.009768698	0.839876264	0.009205418	0.839814396	0.008642137
0.85	0.009252273	0.849940304	0.008688758	0.849880608	0.008125244	0.849820911	0.007561729
0.86	0.008213258	0.859942669	0.007649498	0.859885338	0.007085737	0.859828008	0.006521977
0.87	0.007218392	0.869945233	0.006654377	0.869890466	0.006090361	0.869835698	0.005526346
0.88	0.006271202	0.879947999	0.005706925	0.879895998	0.005142647	0.879843997	0.00457837
0.89	0.005375282	0.889950972	0.004810738	0.889901945	0.004246194	0.889852917	0.00368165
0.9	0.004534295	0.899954157	0.003969483	0.899908314	0.003404671	0.899862471	0.00283986
0.91	0.00375197	0.909957558	0.003186893	0.909915116	0.002621815	0.909872673	0.002056737
0.92	0.003032107	0.919961179	0.002466769	0.919922357	0.00190143	0.919883536	0.001336092
0.93	0.002378572	0.929965024	0.001812982	0.929930048	0.001247392	0.929895072	0.000681802
0.94	0.001795297	0.939969098	0.00122947	0.939938196	0.000663643	0.939517097	0.000120574
