0.3	0.06	0.300000014	0.059659999	0.300000028	0.059319998	0.300000042	0.058979997	0.300000055	0.058639996	0.300000069	0.058299996
0.31	0.059977451	0.309998464	0.059637454	0.309996928	0.059297457	0.309995391	0.058957459	0.309993855	0.058617462	0.309992319	0.058277464
0.32	0.059909633	0.319996921	0.059569646	0.319993842	0.059229659	0.319990764	0.058889672	0.319987685	0.058549685	0.319984606	0.058209698
0.33	0.059796338	0.329995373	0.059456369	0.329990746	0.0591164	0.329986119	0.05877643	0.329981492	0.058436461	0.329976865	0.058096491
0.34	0.059637428	0.339993821	0.059297483	0.339987643	0.058957538	0.339981464	0.058617593	0.339975286	0.058277649	0.339969107	0.057937704
0.35	0.059432829	0.349992269	0.059092916	0.349984538	0.058753003	0.349976807	0.05841309	0.349969076	0.058073177	0.349961345	0.057733264
0.36	0.05918254	0.359990718	0.058842666	0.359981436	0.058502792	0.359972154	0.058162918	0.359962872	0.057823044	0.35995359	0.057483169
0.37	0.058886624	0.369989171	0.058546796	0.369978342	0.058206968	0.369967513	0.057867139	0.369956684	0.057527311	0.369945855	0.057187482
0.38	0.058545214	0.37998763	0.058205438	0.379975261	0.057865663	0.379962891	0.057525887	0.379950521	0.057186111	0.379938151	0.056846335
0.39	0.05815851	0.389986098	0.057818793	0.389972197	0.057479076	0.389958295	0.05713936	0.389944393	0.056799643	0.389930491	0.056459927
0.4	0.057726779	0.399984577	0.057387128	0.399969155	0.057047477	0.399953732	0.056707826	0.399938309	0.056368175	0.399922887	0.056028524
0.41	0.057250357	0.40998307	0.056910778	0.40996614	0.056571199	0.40994921	0.05623162	0.40993228	0.055892041	0.409915349	0.055552462
0.42	0.05672965	0.419981578	0.056390148	0.419963156	0.056050647	0.419944735	0.055711145	0.419926313	0.055371644	0.419907891	0.055032143
0.43	0.056165127	0.429980105	0.055825709	0.429960209	0.05548629	0.429940314	0.055146872	0.429920419	0.054807454	0.429900524	0.054468036
0.44	0.055557329	0.439978652	0.055217999	0.439957304	0.054878669	0.439935955	0.054539339	0.439914607	0.054200009	0.439893259	0.053860679
0.45	0.054906863	0.449977222	0.054567626	0.449954443	0.054228389	0.449931665	0.053889152	0.449908886	0.053549915	0.449886108	0.053210678
0.46	0.054214404	0.459975817	0.053875264	0.459951633	0.053536125	0.45992745	0.053196985	0.459903266	0.052857846	0.459879083	0.052518706
0.47	0.053480696	0.469974439	0.053141657	0.469948878	0.052802619	0.469923317	0.05246358	0.469897756	0.052124542	0.469872195	0.051785503
0.48	0.05270655	0.479973091	0.052367616	0.479946182	0.052028681	0.479919274	0.051689747	0.479892365	0.051350813	0.479865456	0.051011879
0.49	0.051892844	0.489971775	0.051554017	0.489943551	0.05121519	0.489915326	0.050876363	0.489887102	0.050537536	0.489858877	0.050198709
0.5	0.051040526	0.499970494	0.050701809	0.499940988	0.050363091	0.499911481	0.050024373	0.499881975	0.049685655	0.499852469	0.049346937
0.51	0.050150611	0.509969249	0.049812004	0.509938497	0.049473397	0.509907746	0.04913479	0.509876995	0.048796183	0.509846244	0.048457576
0.52	0.049224181	0.519968042	0.048885686	0.519936085	0.04854719	0.519904127	0.048208695	0.519872169	0.0478702	0.519840212	0.047531705
0.53	0.048262387	0.529966877	0.047924003	0.529933754	0.04758562	0.529900631	0.047247237	0.529867507	0.046908854	0.529834384	0.046570471
0.54	0.047266446	0.539965755	0.046928175	0.539931509	0.046589903	0.539897264	0.046251632	0.539863018	0.045913361	0.539828773	0.045575089
0.55	0.046237646	0.549964677	0.045899486	0.549929355	0.045561325	0.549894032	0.045223165	0.54985871	0.044885004	0.549823387	0.044546843
0.56	0.045177341	0.559963648	0.04483929	0.559927296	0.044501238	0.559890944	0.044163187	0.559854591	0.043825136	0.559818239	0.043487084
0.57	0.044086953	0.569962668	0.043749009	0.569925336	0.043411064	0.569888004	0.043073119	0.569850671	0.042735175	0.569813339	0.04239723
0.58	0.042967972	0.57996174	0.042630131	0.579923479	0.04229229	0.579885219	0.04195445	0.579846959	0.041616609	0.579808698	0.041278768
0.59	0.041821955	0.589960865	0.041484215	0.589921731	0.041146474	0.589882596	0.040808734	0.589843461	0.040470993	0.589804327	0.040133253
0.6	0.040650529	0.599960047	0.040312885	0.599920094	0.03997524	0.599880141	0.039637595	0.599840188	0.039299951	0.599800236	0.038962306
0.61	0.039455388	0.609959287	0.039117834	0.609918574	0.03878028	0.609877861	0.038442726	0.609837148	0.038105172	0.609796435	0.037767618
0.62	0.038238292	0.619958587	0.037900823	0.619917175	0.037563354	0.619875762	0.037225886	0.619834349	0.036888417	0.619792936	0.036550948
0.63	0.037001071	0.62995795	0.036663681	0.6299159	0.036326291	0.62987385	0.035988901	0.6298318	0.035651512	0.62978975	0.035314122
0.64	0.035745623	0.639957377	0.035408305	0.639914754	0.035070987	0.639872132	0.034733669	0.639829509	0.034396351	0.639786886	0.034059033
0.65	0.034473912	0.649956871	0.034136659	0.649913742	0.033799405	0.649870614	0.033462152	0.649827485	0.033124898	0.649784356	0.032787645
0.66	0.033187973	0.659956434	0.032850776	0.659912868	0.032513579	0.659869302	0.032176381	0.659825736	0.031839184	0.65978217	0.031501987
0.67	0.031889906	0.669956068	0.031552756	0.669912136	0.031215606	0.669868203	0.030878456	0.669824271	0.030541307	0.669780339	0.030204157
0.68	0.030581879	0.679955775	0.030244768	0.67991155	0.029907656	0.679867324	0.029570545	0.679823099	0.029233434	0.679778874	0.028896322
0.69	0.029266131	0.689955557	0.028929048	0.689911114	0.028591965	0.689866671	0.028254882	0.689822228	0.027917799	0.689777785	0.027580717
0.7	0.027944964	0.699955417	0.0276079	0.699910834	0.027270836	0.699866251	0.026933771	0.699821668	0.026596707	0.699777084	0.026259643
0.71	0.026620753	0.709955356	0.026283696	0.709910713	0.02594664	0.709866069	0.025609584	0.709821426	0.025272528	0.709776782	0.024935471
0.72	0.025295937	0.719955378	0.024958877	0.719910756	0.024621818	0.719866134	0.024284759	0.719821512	0.0239477	0.71977689	0.023610641
0.73	0.023973024	0.729955484	0.023635951	0.729910967	0.023298878	0.729866451	0.022961805	0.729821935	0.022624732	0.729777418	0.022287659
0.74	0.022654592	0.739955676	0.022317493	0.739911352	0.021980395	0.739867028	0.021643296	0.739822704	0.021306198	0.73977838	0.020969099
0.75	0.021343283	0.749955957	0.021006148	0.749911914	0.020669013	0.749867871	0.020331877	0.749823828	0.019994742	0.749779785	0.019657607
0.76	0.020041811	0.759956329	0.019704627	0.759912658	0.019367444	0.759868988	0.01903026	0.759825317	0.018693076	0.759781646	0.018355892
0.77	0.018752955	0.769956795	0.018415711	0.76991359	0.018078467	0.769870385	0.017741224	0.76982718	0.01740398	0.769783975	0.017066736
0.78	0.017479562	0.779957357	0.017142247	0.779914713	0.016804932	0.77987207	0.016467617	0.779829426	0.016130301	0.779786783	0.015792986
0.79	0.01622455	0.789958017	0.015887151	0.789916033	0.015549753	0.78987405	0.015212355	0.789832066	0.014874957	0.789790083	0.014537559
0.8	0.0149909	0.799958777	0.014653408	0.799917555	0.014315916	0.799876332	0.013978424	0.799835109	0.013640932	0.799793887	0.01330344
0.81	0.013781664	0.809959641	0.013444068	0.809919283	0.013106471	0.809878924	0.012768875	0.809838566	0.012431278	0.809798207	0.012093682
0.82	0.012599963	0.819960611	0.012262252	0.819921223	0.01192454	0.819881834	0.011586829	0.819842446	0.011249118	0.819803057	0.010911407
0.83	0.011448982	0.82996169	0.011111147	0.82992338	0.010773312	0.82988507	0.010435476	0.829846759	0.010097641	0.829808449	0.009759806
0.84	0.010331978	0.839962879	0.00999401	0.839925758	0.009656042	0.839888638	0.009318074	0.839851517	0.008980106	0.839814396	0.008642137
0.85	0.009252273	0.849964182	0.008914164	0.849928365	0.008576055	0.849892547	0.008237947	0.849856729	0.007899838	0.849820911	0.007561729
0.86	0.008213258	0.859965602	0.007875002	0.859931203	0.007536746	0.859896805	0.007198489	0.859862406	0.006860233	0.859828008	0.006521977
0.87	0.007218392	0.86996714	0.006879983	0.869934279	0.006541574	0.869901419	0.006203164	0.869868559	0.005864755	0.869835698	0.005526346
0.88	0.006271202	0.879968799	0.005932636	0.879937599	0.005594069	0.879906398	0.005255503	0.879875198	0.004916936	0.879843997	0.00457837
0.89	0.005375282	0.889970583	0.005036556	0.889941167	0.004697829	0.88991175	0.004359103	0.889882334	0.004020377	0.889852917	0.00368165
0.9	0.004534295	0.899972494	0.004195408	0.899944989	0.003856521	0.899917483	0.003517634	0.899889977	0.003178747	0.899862471	0.00283986
0.91	0.00375197	0.909974535	0.003412924	0.909949069	0.003073877	0.909923604	0.00273483	0.909898139	0.002395784	0.909872673	0.002056737
0.92	0.003032107	0.919976707	0.002692904	0.919953414	0.002353701	0.919930122	0.002014498	0.919906829	0.001675295	0.919883536	0.001336092
0.93	0.002378572	0.929979014	0.002039218	0.929958029	0.001699864	0.929937043	0.00136051	0.929916058	0.001021156	0.929895072	0.000681802
0.94	0.001795297	0.939981459	0.001455801	0.939962918	0.001116304	0.939944377	0.000776808	0.939925836	0.000437312	0.939517097	0.000120574
