6878.9794921875,6498.19921875,5326.87451171875,5818.7041015625,5487.5615234375,5072.7333984375,6795.8310546875,4773.82177734375,5406.0517578125,6253.71484375,5290.10986328125,4886.79736328125,6514.494140625,5201.650390625,6576.4013671875,4920.06103515625,5456.166015625,4486.056640625,5746.83642578125,4722.74658203125,4534.49951171875,4370.66796875,6058.716796875,5480.70703125,5415.34912109375,6209.962890625,6024.6884765625,4771.20361328125,5218.58203125,5658.98486328125,3908.54614257813,6368.40625,6256.19091796875,6142.86181640625,6514.37939453125,5830.3779296875,5909.22802734375,6012.30859375,5322.65673828125,5610.70654296875
6074.8935546875,4703.94580078125,5420.384765625,4045.28198242188,5006.50537109375,4960.45068359375,6851.14892578125,5343.2890625,5112.3759765625,4607.66748046875,4833.72900390625,4946.44775390625,5600.8408203125,5697.1865234375,5842.18310546875,4553.30810546875,4303.24072265625,4800.40673828125,4999.052734375,5347.07421875,5015.9228515625,4077.89526367188,4296.44775390625,5269.640625,5505.3388671875,5898.80908203125,6031.1533203125,4643.88525390625,5617.92138671875,4684.9755859375,4234.08935546875,5270.8857421875,4607.61376953125,6040.06787109375,6002.44091796875,5100.66162109375,5131.0732421875,6013.88232421875,5012.8828125,5921.2314453125
4507.4189453125,4408.265625,5556.74951171875,3981.146484375,4276.576171875,3986.65698242188,5998.41259765625,4947.55908203125,3747.099609375,5612.35400390625,3683.20385742188,4654.02783203125,4492.646484375,4143.93359375,6533.18798828125,4661.755859375,5282.5859375,4258.0751953125,5712.4423828125,5536.56884765625,5133.13232421875,4825.2705078125,4589.62548828125,5508.568359375,3911.34741210938,6306.8623046875,3630.59619140625,5336.24267578125,4925.181640625,4339.876953125,4275.822265625,5394.12255859375,4774.97216796875,3704.89038085938,4437.80126953125,3894.94775390625,4266.30126953125,6005.298828125,4335.07177734375,4671.322265625
4809.62255859375,4767.85498046875,5549.85498046875,3723.974609375,5161.466796875,3914.984375,6510.89111328125,6026.5830078125,3763.67944335938,5792.94091796875,4148.5263671875,5259.13671875,4425.05419921875,4448.5751953125,4362.6630859375,3980.20629882813,4594.61083984375,4472.70556640625,5718.7841796875,5077.548828125,5825.00244140625,4287.54296875,3789.00805664063,5184.03515625,3855.5673828125,6106.39990234375,5511.27587890625,5254.42724609375,4317.82177734375,3649.51098632813,3977.52416992188,4633.58154296875,4472.20703125,4473.1142578125,4074.3994140625,4677.81982421875,4756.8994140625,6105.56787109375,4274.17724609375,4541.11376953125
5208.29638671875,4789.06103515625,5403.88037109375,3987.49951171875,4974.27490234375,4618.55078125,6307.201171875,5834.16552734375,4574.0009765625,6524.41259765625,5006.5302734375,5560.98291015625,4539.48291015625,5393.52294921875,4971.82275390625,3260.427734375,3723.20092773438,4096.63232421875,5560.83837890625,4268.9609375,5830.9267578125,4110.1123046875,5360.86181640625,4063.84008789063,4392.00341796875,6005.07763671875,5607.2314453125,5767.31689453125,3833.35278320313,4541.48583984375,4535.2568359375,4657.6640625,5074.4609375,4256.89404296875,4995.79345703125,4457.5087890625,5153.2861328125,6103.42919921875,4898.75830078125,5631.29150390625
5111.49072265625,4977.7060546875,5185.73095703125,4368.21533203125,5482.669921875,4824.06982421875,5117.34130859375,5929.80224609375,4374.208984375,5563.47412109375,4535.26123046875,4839.25732421875,4446.61962890625,5885.3017578125,5258.9970703125,3965.6279296875,3679.947265625,4186.79931640625,5258.123046875,5199.4853515625,6008.8505859375,3705.392578125,5500.36083984375,6136.69189453125,2837.53588867188,6198.16015625,5602.73974609375,4418.79443359375,4242.31201171875,4493.17822265625,4690.880859375,4485.7353515625,5175.36474609375,4381.34716796875,4268.013671875,4135.7861328125,6322.29345703125,6110.55224609375,5089.076171875,5082.68310546875
3756.11791992188,4182.12548828125,4057.00805664063,4274.2998046875,3294.240234375,5010.36962890625,5808.638671875,4800.58056640625,4871.5830078125,4804.83642578125,5265.7705078125,4576.11328125,3896.75122070313,5192.3388671875,4481.5458984375,2487.04809570313,3689.63256835938,3407.27856445313,3751.11474609375,4810.41162109375,4654.4638671875,4964.33544921875,4710.93310546875,5604.4677734375,4125.9677734375,5286.5322265625,5685.08203125,3985.345703125,3232.47143554688,4586.7265625,5154.935546875,4324.279296875,5185.83935546875,4074.673828125,3864.078125,3796.328125,5108.27734375,5069.6181640625,5182.94677734375,3883.986328125
3770.76831054688,3961.3271484375,4988.04638671875,4366.931640625,4077.29077148438,5713.31982421875,5790.80517578125,4696.7216796875,4775.66943359375,4825.7255859375,4594.99951171875,5193.8896484375,3630.47387695313,5123.54736328125,5002.47265625,3492.63061523438,5677.34765625,3791.99047851563,3786.6689453125,4916.041015625,5092.296875,5479.87158203125,5604.53173828125,5597.47265625,3968.78198242188,5308.38037109375,4002.962890625,3879.10302734375,5007.44873046875,5571.2451171875,3698.10034179688,5293.57470703125,3723.91772460938,5087.83740234375,4457.53857421875,6023.2041015625,5233.03955078125,5483.900390625,5461.287109375,5090.9560546875
5884.09033203125,5592.35791015625,5267.78369140625,3953.61791992188,3599.4814453125,5588.6767578125,5308.22509765625,4892.03662109375,5385.546875,4735.994140625,4533.93017578125,5908.12744140625,4406.0771484375,5287.2294921875,5009.421875,4357.193359375,5479.86865234375,3962.00830078125,4971.8876953125,4999.23974609375,5084.28759765625,5072.072265625,5688.42529296875,4885.0830078125,5408.95068359375,5500.5537109375,5177.43359375,4987.99560546875,4803.07763671875,5591.064453125,4330.734375,5379.1923828125,4083.13208007813,4790.67724609375,4987.51904296875,6093.99951171875,4387.93212890625,5863.3671875,3891.95947265625,5593.017578125
5287.89306640625,5067.52099609375,5367.32177734375,5102.69140625,3688.41479492188,4705.515625,4798.32958984375,5371.533203125,5482.56689453125,5000.21337890625,4604.05859375,5121.54638671875,4657.986328125,5390.384765625,5687.0439453125,4669.0107421875,4786.09130859375,4709.7841796875,5097.79638671875,5109.25341796875,5189.69580078125,5212.3349609375,5966.0126953125,5873.79833984375,5227.01708984375,3978.3876953125,4858.22119140625,5068.287109375,4644.990234375,5598.478515625,4775.935546875,4873.8564453125,5858.85693359375,5828.51220703125,5079.83056640625,5110.64013671875,4282.5859375,5359.1767578125,4011.7197265625,5093.259765625
